60002283	3400949497294
60002283	3400949497706
60002504	3400933208639
60003620	3400936963504
60004277	3400936145825
60004487	3400939725192
60005856	3400935510259
60006246	3400956149889
60007280	3400941529948
60007437	3400949444137
60007437	3400949444946
60007960	3400936377554
60008845	3400932363704
60008845	3400932363872
60008927	3400939787237
60009616	3400936029002
60010166	3400936694651
60010885	3400938093346
60010967	3400933783310
60011371	3400937385398
60014894	3400926617110
60016308	3400937405942
60016500	3400922118994
60016589	3400936571204
60017367	3400934109515
60018088	3400936513303
60018088	3400956582013
60018896	3400927943812
60018896	3400927944123
60019101	3400932029808
60019350	3400930020777
60019350	3400935650276
60019927	3400934874741
60019927	3400956131211
60021127	3400934968174
60021127	3400937383387
60021216	3400930820339
60021312	3400921658286
60021472	3400956650002
60021771	3400926883485
60021771	3400926883607
60022275	3400935898845
60022738	3400949217311
60025054	3400927849688
60025054	3400927849800
60025403	3400936485464
60026957	3400936820982
60026957	3400937016254
60026957	3400938753318
60028050	3400938264913
60028495	3400936986046
60028552	3400956511792
60030980	3400933993337
60031071	3400930043431
60031527	3400949011544
60031954	3400921694017
60033510	3400956258451
60034085	3400922108711
60034644	3400931025863
60034936	3400938415797
60035461	3400922286358
60035714	3400939730974
60035924	3400949215539
60037327	3400931011736
60038468	3400921967920
60040145	3400930957974
60040145	3400955326878
60040469	3400934128264
60040469	3400936366848
60040572	3400956450848
60040608	3400937795449
60041560	3400949363940
60043077	3400937982863
60043248	3400930926758
60044492	3400926606343
60044784	3400941626104
60044987	3400927449864
60045217	3400930021040
60047143	3400932142798
60047182	3400936155640
60047271	3400934384066
60047271	3400934384127
60048672	3400938338294
60049895	3400937335652
60049895	3400939258331
60049991	3400932271412
60051234	3400936182554
60051316	3400926692919
60052254	3400956283293
60052973	3400957149802
60053064	3400933418595
60053694	3400949004560
60053694	3400949007462
60056815	3400935637789
60058008	3400937818193
60058008	3400937818315
60058008	3400938204421
60058378	3400936738287
60058517	3400934126253
60059081	3400933929404
60061171	3400936095984
60061171	3400941588099
60061449	3400957006471
60061602	3400930022849
60064324	3400921961485
60064527	3400949000555
60064872	3400922012865
60065198	3400938972559
60065198	3400939082660
60065216	3400937259101
60065294	3400926765002
60065294	3400926765170
60067562	3400932448951
60069339	3400921861099
60070195	3400931077961
60070665	3400938152050
60071190	3400937884310
60071379	3400934243677
60071952	3400937974769
60071952	3400937974820
60071952	3400937974998
60071952	3400955903482
60072310	3400937734417
60072310	3400937734585
60072506	3400956156573
60073451	3400934201745
60073608	3400922179339
60073608	3400922179629
60073907	3400949350124
60073914	3400938358926
60074432	3400949000579
60074432	3400949000586
60074795	3400955003090
60074795	3400955003106
60074795	3400955003113
60074795	3400955003120
60074934	3400955855774
60075064	3400930121856
60075192	3400938823486
60075192	3400938823547
60075452	3400930032954
60076102	3400933519414
60077026	3400937055925
60077574	3400935297068
60077574	3400935297129
60078078	3400927810596
60079155	3400949005512
60079721	3400949000876
60079721	3400949000883
60080218	3400935881175
60080232	3400957128340
60083132	3400939528304
60083132	3400939528762
60084049	3400933590550
60085578	3400932982530
60085610	3400922427997
60089217	3400958418563
60089217	3400958418792
60091086	3400921941784
60092590	3400931724636
60093639	3400927459689
60094125	3400938471977
60094125	3400938472349
60095056	3400933926151
60095095	3400921801019
60095526	3400938674033
60095729	3400934778896
60095729	3400939933849
60097203	3400926656430
60097833	3400932613045
60098472	3400957046972
60098472	3400957047115
60099738	3400936061637
60099738	3400936061866
60100667	3400938047271
60100667	3400938047332
60100877	3400932904587
60102426	3400939226453
60102426	3400939226743
60102974	3400933481230
60105162	3400937792486
60106606	3400958383632
60106848	3400921903294
60106848	3400921903416
60107747	3400933927622
60107932	3400933502492
60107932	3400933502553
60108678	3400937498913
60108870	3400935149237
60109100	3400949002788
60110031	3400936959941
60110031	3400936960190
60110031	3400938315523
60110031	3400938315752
60110031	3400938315981
60110031	3400938316063
60110490	3400937667258
60110782	3400936125544
60111101	3400938674842
60111197	3400935931245
60111813	3400936745322
60112192	3400936362185
60116447	3400937471657
60116447	3400937471947
60116810	3400926808907
60116810	3400926809157
60117855	3400936879607
60117855	3400936879775
60117855	3400936880085
60117855	3400936880207
60118715	3400930258972
60118971	3400933876661
60120666	3400930009215
60120709	3400937909594
60120812	3400957269029
60120812	3400957269197
60120812	3400957269258
60122101	3400957112431
60122101	3400957112721
60122101	3400957112899
60122628	3400922313993
60122628	3400922314594
60122980	3400930491652
60122980	3400955134190
60123363	3400939201030
60123979	3400936618602
60123979	3400936764132
60124020	3400956217878
60124999	3400922457116
60126167	3400956700998
60126377	3400936123533
60126594	3400927603822
60127671	3400930031186
60127671	3400934317989
60129665	3400936595736
60129957	3400930020364
60130062	3400938121124
60130354	3400937782722
60130354	3400937782890
60130386	3400930531556
60130742	3400936477650
60130742	3400936477889
60130906	3400939645087
60130906	3400939645667
60131132	3400937932837
60131805	3400957738990
60131805	3400957739652
60132330	3400937023818
60132330	3400939827599
60132330	3400939827650
60132572	3400933196240
60132743	3400955801146
60133432	3400941558054
60133973	3400937186209
60135020	3400937950756
60135020	3400957170790
60135981	3400935922021
60135981	3400949500086
60136439	3400930023655
60139257	3400930016527
60139563	3400927851179
60139563	3400927851469
60140505	3400957801496
60140882	3400930026991
60142043	3400938633801
60142043	3400938634112
60144464	3400928020116
60144966	3400932865055
60145580	3400939416830
60145580	3400939468297
60145801	3400939072326
60145801	3400939072555
60148167	3400939715377
60149276	3400957584344
60150232	3400921791211
60150467	3400926674410
60150830	3400949000241
60150830	3400949020010
60151697	3400936179882
60152411	3400926721466
60152436	3400934760457
60152607	3400930109670
60152906	3400956699957
60153239	3400956611898
60153239	3400957937614
60154017	3400949278404
60154017	3400949279173
60154024	3400937997072
60154309	3400930617007
60155329	3400927693199
60155329	3400932924400
60155329	3400955566823
60155667	3400955966357
60155788	3400935562067
60155788	3400956311880
60156089	3400938588293
60158147	3400938337464
60158154	3400957891855
60159128	3400937393324
60159128	3400938790047
60160707	3400933525385
60160707	3400956081899
60161143	3400936153868
60161143	3400936908673
60162494	3400930048559
60163226	3400936276796
60164844	3400922271040
60164844	3400922271279
60165024	3400939141084
60165024	3400939141206
60165394	3400930027356
60165394	3400930027363
60165483	3400936754775
60165857	3400941816130
60165857	3400941816369
60166980	3400927392351
60168465	3400927405051
60168465	3400927405341
60168515	3400936346567
60168515	3400936346628
60170046	3400936133358
60170224	3400939668901
60170263	3400936336971
60172339	3400932912742
60173964	3400933594923
60175716	3400936581777
60175972	3400932419685
60176113	3400937399418
60177044	3400937943833
60177724	3400957890384
60178712	3400930863503
60180720	3400936834651
60180720	3400937310987
60181231	3400958576560
60181402	3400958459375
60181562	3400933153717
60181733	3400934223976
60181733	3400956006670
60182486	3400935213143
60182486	3400935213204
60182486	3400935213433
60182486	3400935213662
60182486	3400935629227
60182657	3400934732881
60182657	3400934733024
60183061	3400956689613
60183339	3400935154729
60184188	3400931922766
60184590	3400930039892
60185201	3400937008099
60185201	3400937008440
60185201	3400937300643
60186043	3400936594036
60186552	3400956309122
60186584	3400927567131
60187348	3400949000067
60187348	3400949000074
60187501	3400939073385
60187501	3400939073446
60188375	3400933095024
60189609	3400949735389
60192594	3400936476769
60194175	3400956215348
60194549	3400934786242
60195010	3400933652395
60195156	3400930002841
60195398	3400934872730
60196176	3400935948625
60196945	3400941515002
60196977	3400957242053
60196977	3400957242572
60196977	3400957243173
60197011	3400927847509
60197246	3400936432994
60197246	3400936433366
60199158	3400933732851
60200500	3400937721349
60200678	3400949000890
60200678	3400949000906
60200938	3400938628777
60201837	3400939371962
60201837	3400939372273
60203546	3400930018149
60203795	3400927849978
60203795	3400927850110
60204573	3400938197815
60205458	3400936188648
60206154	3400932889938
60206332	3400935753274
60207459	3400949190133
60207555	3400933257545
60208251	3400935378644
60208447	3400957043032
60208810	3400949901005
60209531	3400949956982
60209531	3400949957125
60209645	3400936691469
60209645	3400936691520
60209645	3400939231716
60209937	3400932947980
60210697	3400935646026
60211183	3400937920070
60212424	3400933941178
60212627	3400936127555
60214350	3400936318991
60216725	3400949021659
60216885	3400922189505
60216885	3400922189673
60217108	3400922079004
60219803	3400937953948
60221042	3400939813523
60221786	3400949923175
60221786	3400949923236
60222137	3400933127343
60222354	3400941923739
60223278	3400955924593
60223417	3400921947649
60224316	3400937232425
60224437	3400939867571
60224800	3400955953920
60225681	3400939185897
60226897	3400933595005
60226915	3400937711982
60226915	3400937712064
60226979	3400926827137
60228656	3400955634461
60230550	3400934639470
60231339	3400949000500
60231556	3400936666566
60231556	3400936666627
60232074	3400931391937
60232334	3400949912230
60232359	3400922448701
60232359	3400922448879
60233817	3400935418838
60233913	3400935528988
60234100	3400935955838
60234100	3400956369553
60234221	3400932874798
60234221	3400937152310
60235330	3400935567550
60235768	3400939313832
60236756	3400921737851
